time,notification,actual_vm_number_was,actual_vm_number_is
13:35:41,"Worker 192.168.0.219 removed.",5,4
13:35:51,"Worker 192.168.0.233 removed.",4,3
13:36:11,"Worker 192.168.0.230 removed.",3,2
13:36:22,"Worker 192.168.0.243 removed.",2,1
13:37:02,"Worker 192.168.0.116 added.",1,2
13:37:12,"Worker 192.168.0.46 added.",2,3
13:37:22,"Worker 192.168.0.219 added.",3,4
13:37:31,"Worker 192.168.0.233 added.",4,5
13:37:51,"Worker 192.168.0.116 removed.",5,4
13:38:01,"Worker 192.168.0.116 added.",4,5
13:38:12,"Worker 192.168.0.230 added.",5,6
13:38:22,"Worker 192.168.0.243 added.",6,7
13:38:41,"Worker 192.168.0.116 removed.",7,6
13:38:51,"Worker 192.168.0.46 removed.",6,5
13:39:01,"Worker 192.168.0.219 removed.",5,4
13:39:12,"Worker 192.168.0.233 removed.",4,3
13:39:22,"Worker 192.168.0.230 removed.",3,2
13:40:12,"Worker 192.168.0.243 removed.",2,1
13:40:23,"Worker 192.168.0.116 added.",1,2
13:40:33,"Worker 192.168.0.46 added.",2,3
13:40:43,"Worker 192.168.0.219 added.",3,4
13:40:52,"Worker 192.168.0.233 added.",4,5
13:41:12,"Worker 192.168.0.116 removed.",5,4
13:41:23,"Worker 192.168.0.116 added.",4,5
13:41:33,"Worker 192.168.0.230 added.",5,6
13:41:42,"Worker 192.168.0.243 added.",6,7
13:42:01,"Worker 192.168.0.116 removed.",7,6
13:42:11,"Worker 192.168.0.46 removed.",6,5
13:42:21,"Worker 192.168.0.219 removed.",5,4
13:42:32,"Worker 192.168.0.233 removed.",4,3
13:43:01,"Worker 192.168.0.230 removed.",3,2
13:43:11,"Worker 192.168.0.243 removed.",2,1
13:43:44,"Worker 192.168.0.116 added.",1,2
13:43:52,"Worker 192.168.0.46 added.",2,3
13:44:02,"Worker 192.168.0.219 added.",3,4
13:44:11,"Worker 192.168.0.233 added.",4,5
13:44:31,"Worker 192.168.0.116 removed.",5,4
13:44:42,"Worker 192.168.0.116 added.",4,5
13:44:52,"Worker 192.168.0.230 added.",5,6
13:45:02,"Worker 192.168.0.243 added.",6,7
13:45:21,"Worker 192.168.0.116 removed.",7,6
13:45:31,"Worker 192.168.0.46 removed.",6,5
13:45:41,"Worker 192.168.0.219 removed.",5,4
13:45:51,"Worker 192.168.0.233 removed.",4,3
13:46:11,"Worker 192.168.0.230 removed.",3,2
13:46:31,"Worker 192.168.0.243 removed.",2,1
13:47:04,"Worker 192.168.0.116 added.",1,2
13:47:13,"Worker 192.168.0.46 added.",2,3
13:47:22,"Worker 192.168.0.219 added.",3,4
13:47:32,"Worker 192.168.0.233 added.",4,5
13:47:51,"Worker 192.168.0.116 removed.",5,4
13:48:02,"Worker 192.168.0.116 added.",4,5
13:48:12,"Worker 192.168.0.230 added.",5,6
13:48:22,"Worker 192.168.0.243 added.",6,7
13:48:41,"Worker 192.168.0.116 removed.",7,6
13:48:51,"Worker 192.168.0.46 removed.",6,5
13:49:01,"Worker 192.168.0.219 removed.",5,4
13:49:11,"Worker 192.168.0.233 removed.",4,3
13:49:31,"Worker 192.168.0.230 removed.",3,2
13:49:51,"Worker 192.168.0.243 removed.",2,1
13:50:24,"Worker 192.168.0.116 added.",1,2
13:50:33,"Worker 192.168.0.46 added.",2,3
13:50:43,"Worker 192.168.0.219 added.",3,4
13:50:53,"Worker 192.168.0.233 added.",4,5
13:51:02,"Worker 192.168.0.230 added.",5,6
13:51:11,"Worker 192.168.0.116 removed.",6,5
13:51:42,"Worker 192.168.0.116 added.",5,6
13:51:51,"Worker 192.168.0.243 added.",6,7
13:52:11,"Worker 192.168.0.116 removed.",7,6
13:52:21,"Worker 192.168.0.46 removed.",6,5
13:52:31,"Worker 192.168.0.219 removed.",5,4
13:52:41,"Worker 192.168.0.233 removed.",4,3
13:52:52,"Worker 192.168.0.230 removed.",3,2
13:53:02,"Worker 192.168.0.243 removed.",2,1
20:12:20,"Worker 192.168.0.116 added.",1,2
20:12:20,"Worker 192.168.0.46 added.",2,3
20:12:20,"Worker 192.168.0.219 added.",3,4
20:12:20,"Worker 192.168.0.233 added.",4,5
20:12:20,"Worker 192.168.0.230 added.",5,6
20:12:20,"Worker 192.168.0.243 added.",6,7
20:12:33,"Worker 192.168.0.116 removed.",7,6
20:12:43,"Worker 192.168.0.46 removed.",6,5
20:12:53,"Worker 192.168.0.219 removed.",5,4
20:14:02,"Worker 192.168.0.233 removed.",4,3
20:14:12,"Worker 192.168.0.230 removed.",3,2
20:14:22,"Worker 192.168.0.243 removed.",2,1
20:15:19,"Worker 192.168.0.116 added.",1,2
20:15:19,"Worker 192.168.0.46 added.",2,3
20:15:19,"Worker 192.168.0.219 added.",3,4
20:15:19,"Worker 192.168.0.233 added.",4,5
20:15:19,"Worker 192.168.0.230 added.",5,6
20:15:19,"Worker 192.168.0.243 added.",6,7
20:15:32,"Worker 192.168.0.116 removed.",7,6
20:15:42,"Worker 192.168.0.46 removed.",6,5
20:15:52,"Worker 192.168.0.219 removed.",5,4
20:16:03,"Worker 192.168.0.233 removed.",4,3
20:17:42,"Worker 192.168.0.230 removed.",3,2
20:17:52,"Worker 192.168.0.243 removed.",2,1
