time, response_time_p95, response_time, worker_number, request_rate,CPU0User%, CPU0Idle%, CPU0Total%, CPU1User%, CPU1Idle%, CPU1Total%,[DSK:sda]Reads, [DSK:sda]RMerge, [DSK:sda]RKBytes, [DSK:sda]WaitR, [DSK:sda]Writes, [DSK:sda]WMerge, [DSK:sda]WKBytes, [DSK:sda]WaitW, [DSK:sda]Request, [DSK:sda]QueLen, [DSK:sda]Wait, [DSK:sda]SvcTim, [DSK:sda]Util,[NUMA:0]Used, [NUMA:0]Free, [NUMA:0]Slab, [NUMA:0]Mapped, [NUMA:0]Anon, [NUMA:0]AnonH, [NUMA:0]Inactive, [NUMA:0]Hits,[TCPD]InReceives, [TCPD]InDelivers, [TCPD]OutRequests, [TCPD]InSegs, [TCPD]OutSegs
18:09:3,3364.4806,2891.2170923076915,4,6.5,94.3,3.6,96.4,95.1,3.8,96.2,0.0,0.0,0.0,0.0,0.2,1.0,4.8,0.4,2.4,0.0,0.4,0.6,0.1,3582530.8,448009.2,278884.4,261845.6,1204924.0,0.0,1112032.8,100.0,12.4,12.4,13.7,12.4,14.1
18:09:4,3371.9321999999997,2921.263249999999,4,6.4,94.8,3.6,96.4,94.6,3.8,96.2,0.0,0.0,0.0,0.0,34.0,4.3,176.4,1.0,7.9,0.0,1.0,1.6,0.5,3583996.0,446544.0,278988.4,262133.2,1206250.4,0.0,1112040.0,100.0,13.4,13.4,14.1,13.4,14.5
18:09:5,3544.1128499999995,2944.1155156250006,4,6.4,93.8,3.8,96.2,94.1,4.2,95.8,0.0,0.0,0.0,0.0,0.5,1.9,10.8,0.9,6.2,0.0,0.9,2.0,0.4,3582234.8,448305.2,278851.6,262164.0,1205076.4,0.0,1112051.6,100.0,12.0,12.0,13.0,12.0,13.4
18:10:0,3517.234899999999,2916.2632343749992,4,6.4,95.0,3.4,96.6,94.3,3.7,96.3,0.0,0.0,0.0,0.0,0.5,2.5,13.2,0.8,7.4,0.1,0.8,1.8,0.3,3583706.0,446834.0,279037.6,262481.2,1205306.4,0.0,1112062.8,100.0,12.7,12.7,13.7,12.7,14.1
18:10:1,3423.5785,2901.833045454544,4,6.6,95.2,3.6,96.4,94.9,3.8,96.1,0.0,0.0,0.0,0.0,35.2,3.7,177.6,0.5,3.4,0.0,0.5,0.5,0.5,3582624.0,447916.0,279092.8,262389.6,1204351.6,0.0,1112082.8,100.0,13.2,13.2,14.4,12.5,13.9
18:10:2,3348.0150000000003,2896.508424242424,4,6.6,95.4,3.6,96.4,94.3,3.8,96.2,0.0,0.0,0.0,0.0,1.9,3.8,26.0,0.7,6.5,0.1,0.7,1.8,0.7,3584466.8,446073.2,279252.0,262412.0,1205730.8,0.0,1112094.4,100.0,14.1,14.1,15.4,13.6,15.4
18:10:3,3349.595,2892.281446153846,4,6.5,94.9,4.0,96.0,94.9,4.1,95.9,0.0,0.0,0.0,0.0,28.6,2.9,140.4,0.5,5.9,0.1,0.5,1.0,0.3,3581825.6,448714.4,279197.6,261901.6,1203517.6,0.0,1112094.8,100.0,11.0,11.0,12.0,11.0,12.2
18:10:4,3423.0322,2900.9966666666674,4,6.3,95.3,3.7,96.3,94.1,3.8,96.2,0.0,0.0,0.0,0.0,0.5,2.8,14.8,0.9,9.2,0.2,0.9,1.4,0.2,3585597.2,444942.8,279482.4,262274.4,1206984.0,0.0,1112222.0,100.0,12.1,12.1,13.0,12.1,13.4
18:10:5,3261.1976,2811.0080781249994,4,6.4,94.3,4.6,95.4,95.1,3.3,96.7,0.0,0.0,0.0,0.0,0.5,2.3,12.8,0.9,7.4,0.1,0.9,1.8,0.3,3586661.2,443878.8,279649.6,262642.8,1207252.4,0.0,1112230.0,100.0,12.3,12.3,13.5,12.3,14.6
18:11:0,3409.8508,2906.5863134328347,4,6.7,94.9,3.6,96.4,94.7,4.3,95.7,0.0,0.0,0.0,0.0,34.9,3.3,171.2,0.9,8.7,0.1,0.9,1.4,0.5,3582848.0,447692.0,279544.0,262005.6,1203968.4,0.0,1112240.8,100.0,10.7,10.7,12.6,10.7,12.8
18:11:1,3311.97365,2882.941171875,4,6.4,94.2,3.8,96.2,93.8,3.7,96.3,0.0,0.0,0.0,0.0,0.5,1.8,10.8,0.9,6.4,0.0,0.9,1.8,0.3,3583591.2,446948.8,279678.0,262332.4,1204920.0,0.0,1112257.2,100.0,15.5,15.5,17.1,15.5,17.7
18:11:2,3315.205,2862.274828125001,4,6.4,94.4,4.4,95.5,95.0,3.2,96.7,0.0,0.0,0.0,0.0,27.3,5.4,147.6,1.3,8.4,0.3,1.3,2.0,1.3,3584321.2,446218.8,279757.2,262702.8,1205431.2,0.0,1112256.8,100.0,12.7,12.7,14.0,12.2,13.8
18:11:3,3364.0497,2871.126447761194,4,6.7,95.1,3.5,96.5,94.4,3.8,96.2,0.0,0.0,0.0,0.0,2.1,1.8,20.8,0.6,8.4,0.1,0.6,1.4,0.1,3584258.0,446282.0,279880.4,262066.0,1204764.8,0.0,1112260.4,100.0,11.7,11.7,13.0,11.7,13.4
18:11:4,3025.568,1694.1352105263156,4,3.8,87.2,11.4,88.6,86.5,12.2,87.8,0.0,0.0,0.0,0.0,25.3,3.6,131.5,0.7,10.2,0.0,0.7,1.7,0.5,3583728.0,446812.0,279853.2,262080.0,1204592.4,0.0,1112262.0,100.0,11.6,11.6,13.1,11.6,13.5
18:11:5,1410.6560000000002,1178.4156410256408,4,3.9,86.0,12.7,87.3,86.4,12.1,87.9,0.0,0.0,0.0,0.0,0.6,2.2,13.2,1.0,8.2,0.1,1.0,1.8,0.2,3582912.8,447627.2,280053.6,262105.6,1203713.2,0.0,1112264.8,100.0,12.9,12.9,14.1,12.2,13.6
18:12:0,1488.8283499999998,1222.3908947368423,4,3.8,66.4,32.4,67.6,69.0,30.1,69.8,0.0,0.0,0.0,0.0,0.6,2.6,15.6,0.9,7.6,0.1,0.9,1.8,0.3,3582189.2,448350.8,280044.4,262471.6,1203186.0,0.0,1112273.2,100.0,8.5,8.5,9.6,8.5,9.8
18:12:1,1478.8436,1225.3683999999996,4,3.5,64.8,34.3,65.7,60.2,38.1,61.7,0.0,0.0,0.0,0.0,2.4,2.4,21.6,1.0,8.1,0.2,1.0,1.6,0.2,3583266.0,447274.0,280161.2,262496.8,1204135.2,0.0,1112298.0,100.0,10.0,10.0,11.1,10.0,11.5
18:12:2,1387.5646,1102.9609047619047,3,4.2,86.4,12.9,87.1,87.3,11.5,88.5,0.0,0.0,0.0,0.0,41.1,4.4,213.2,0.4,4.2,0.4,0.4,0.7,0.8,3584298.0,446242.0,280296.4,262151.2,1204695.2,0.0,1112425.6,100.0,9.6,9.6,11.4,9.1,11.0
18:12:3,1419.00675,1195.3661578947365,3,3.8,84.5,14.0,86.0,87.9,10.4,89.6,0.0,0.0,0.0,0.0,0.6,1.9,12.8,0.8,6.5,0.1,0.8,1.5,0.3,3584152.4,446387.6,280466.0,262177.2,1204178.4,0.0,1112428.8,100.0,12.8,12.8,13.7,12.8,14.1
18:12:4,1339.38115,1181.1772368421055,3,3.8,85.9,12.4,87.6,83.8,13.9,86.1,0.0,0.0,0.0,0.0,3.2,3.7,32.4,1.0,11.9,0.2,1.0,1.8,0.2,3586790.4,443749.6,280552.8,262564.4,1206413.2,0.0,1112560.0,100.0,14.6,14.6,15.9,14.6,16.5
18:12:5,1434.4116000000001,1195.6305641025647,3,3.9,87.4,11.8,88.1,85.7,13.4,86.6,0.0,0.0,0.0,0.0,0.3,1.0,7.2,0.5,4.8,0.1,0.5,1.0,0.1,3585198.8,445341.2,280564.4,262234.8,1204996.8,0.0,1112558.4,100.0,9.0,9.0,10.6,9.0,10.8
18:13:0,1885.6736999999998,1182.7256000000002,2,3.5,93.5,4.7,95.3,94.1,4.4,95.6,0.0,0.0,0.0,0.0,38.2,3.3,198.8,0.8,8.4,0.0,0.8,1.6,0.5,3584198.0,446342.0,280668.4,262244.4,1204132.4,0.0,1112565.6,100.0,15.8,15.8,16.7,15.8,17.3
18:13:1,2049.7526,1350.4664848484852,2,3.3,95.6,3.5,96.5,95.6,3.6,96.4,0.0,0.0,0.0,0.0,0.6,2.2,14.0,0.8,6.7,0.0,0.8,1.5,0.3,3583022.0,447518.0,280570.4,262253.2,1203224.4,0.0,1112593.2,100.0,10.0,10.0,11.4,10.0,11.6
18:13:2,1890.0223999999998,1345.5924848484854,2,3.3,95.0,3.9,96.0,95.5,3.3,96.7,0.0,0.0,0.0,0.0,3.7,3.3,31.6,0.4,4.1,0.1,0.4,0.8,0.6,3588266.4,442273.6,280837.2,262204.8,1207420.4,0.0,1112599.2,100.0,15.6,15.6,17.0,15.1,17.2
18:13:3,1919.5944999999997,1363.7808,2,3.5,95.1,3.6,96.4,95.2,3.5,96.5,0.0,0.0,0.0,0.0,34.9,4.0,180.4,0.4,6.3,0.1,0.4,1.0,0.3,3584711.6,445828.4,280905.6,262294.4,1203948.8,0.0,1112598.4,100.0,12.2,12.2,13.5,12.2,13.7
18:13:4,3158.41635,1909.1563749999998,1,2.4,95.6,3.6,96.4,94.9,4.0,96.0,0.0,0.0,0.0,0.0,0.5,1.6,10.8,0.7,4.7,0.1,0.7,1.0,0.2,3582308.8,448231.2,280877.2,262312.0,1201829.6,0.0,1112598.8,100.0,11.9,11.9,12.6,11.9,12.8
18:13:5,3307.66215,2787.7942222222223,1,1.8,95.2,3.6,96.4,95.3,3.8,96.2,0.0,0.0,0.0,0.0,23.7,3.5,123.6,0.9,10.1,0.1,0.9,1.8,0.4,3584665.2,445874.8,281090.0,262337.2,1203606.4,0.0,1112604.8,100.0,9.3,9.3,10.5,9.3,10.7
18:14:0,3456.8771999999994,2840.615411764706,1,1.7,94.1,3.7,96.3,94.5,3.7,96.3,0.0,0.0,0.0,0.0,26.9,2.4,133.6,0.9,7.9,0.0,0.9,2.0,0.5,3584359.2,446180.8,281200.8,262639.2,1203229.6,0.0,1112750.8,100.0,10.9,10.9,11.7,10.9,11.9
18:14:1,3617.2022500000003,2856.397375,1,1.6,94.8,3.7,96.3,94.0,3.7,96.3,0.0,0.0,0.0,0.0,26.9,3.1,136.4,1.0,9.3,0.0,1.0,2.2,0.5,3585067.2,445472.8,281297.6,262663.6,1203679.2,0.0,1112763.6,100.0,11.7,11.7,13.0,11.7,13.4
18:14:2,3407.9932,2826.4742941176473,1,1.7,93.8,3.7,96.3,94.3,4.1,95.9,0.0,0.0,0.0,0.0,1.8,4.7,30.0,1.5,10.0,0.1,1.5,2.2,0.6,3584812.4,445727.6,281306.8,262387.2,1203703.6,0.0,1112764.0,100.0,15.8,15.8,17.3,15.3,17.5
18:14:3,3596.0240000000003,2934.3368823529418,1,1.7,93.2,3.8,96.2,94.1,4.3,95.7,0.0,0.0,0.0,0.0,0.4,2.6,12.0,1.2,6.0,0.1,1.2,1.8,0.4,3587043.2,443496.8,281591.2,262408.8,1205272.8,0.0,1112765.6,100.0,11.1,11.1,12.4,11.1,12.8
18:14:4,2972.3981,1473.4708999999998,1,1.0,54.9,43.9,56.0,52.7,45.0,54.9,0.0,0.0,0.0,0.0,35.7,3.7,180.0,1.4,11.2,0.1,1.4,2.0,0.4,3586002.0,444538.0,281702.4,262447.6,1204406.0,0.0,1112772.4,100.0,12.7,12.7,13.4,12.7,14.0
18:14:5,1319.305,967.7663333333335,1,0.9,54.7,44.7,55.2,47.2,50.5,49.5,0.0,0.0,0.0,0.0,0.6,1.5,9.6,0.8,4.8,0.1,0.8,1.4,0.3,3583383.2,447156.8,281642.8,262178.0,1202285.6,0.0,1112781.2,100.0,9.8,9.8,10.5,9.8,10.9
18:15:0,1398.2606,995.6474444444445,1,0.9,50.6,47.1,52.9,51.8,47.9,52.1,0.0,0.0,0.0,0.0,0.6,2.3,14.7,1.3,8.8,0.2,1.3,2.0,0.2,3585534.8,445005.2,281644.8,262184.0,1204421.2,0.0,1112788.4,100.0,9.8,9.8,10.3,9.8,10.7
18:15:1,1346.983,1003.473,1,0.9,52.2,47.0,52.8,47.5,51.0,49.0,0.0,0.0,0.0,0.0,0.7,3.1,18.4,0.6,7.4,0.1,0.6,1.5,0.3,3585628.4,444911.6,281712.8,262200.0,1204601.2,0.0,1112811.2,100.0,9.7,9.7,10.7,9.7,11.1
18:15:2,1329.465,972.165888888889,1,0.9,52.4,45.8,54.1,48.8,49.1,50.7,0.0,0.0,0.0,0.0,41.3,3.4,206.4,0.4,3.6,0.0,0.4,0.7,0.7,3587588.4,442951.6,282018.4,262504.8,1205520.8,0.0,1112813.6,100.0,14.1,14.1,14.7,12.9,14.0
18:15:3,1481.075,1027.0521111111111,1,0.9,47.6,50.8,49.2,53.3,46.0,54.0,0.0,0.0,0.0,0.0,0.6,1.8,13.2,0.8,7.5,0.1,0.8,1.4,0.2,3586418.0,444122.0,281985.2,262906.0,1204771.6,0.0,1112816.0,100.0,10.1,10.1,11.0,10.1,11.4
18:15:4,1560.6552,1063.2472222222223,1,0.9,51.9,46.8,53.0,49.5,50.1,49.9,0.0,0.0,0.0,0.0,0.7,3.1,18.0,0.9,10.0,0.0,0.9,1.8,0.2,3586408.0,444132.0,282280.0,262914.0,1204674.0,0.0,1112948.4,100.0,5.8,5.8,6.8,5.8,6.8
18:15:5,1429.5738,1010.6155555555556,1,0.9,50.1,47.5,52.4,53.3,46.0,54.0,0.0,0.0,0.0,0.0,34.5,2.5,169.6,0.5,4.9,0.0,0.5,1.2,0.5,3587870.4,442669.6,282306.4,263008.8,1206576.4,0.0,1112950.0,100.0,9.5,9.5,10.2,9.5,10.6
18:16:0,1483.8729999999998,985.497,1,0.9,50.8,46.4,53.5,55.1,42.4,57.6,0.0,0.0,0.0,0.0,0.3,1.5,8.8,0.5,5.4,0.1,0.5,1.0,0.1,3589404.4,441135.6,282459.2,263025.2,1207145.6,0.0,1112960.4,100.0,12.4,12.4,12.8,12.4,13.4
18:16:1,1353.2582,954.3981111111111,1,0.9,53.4,44.8,55.2,51.2,46.7,53.3,0.0,0.0,0.0,0.0,0.6,2.8,16.0,1.0,9.8,0.0,1.0,2.2,0.3,3587921.6,442618.4,282464.0,263239.6,1206106.4,0.0,1112980.0,100.0,10.5,10.5,11.0,10.5,11.4
18:16:2,1374.9286,958.5204444444444,1,0.9,54.9,43.7,56.1,51.0,45.6,54.4,0.0,0.0,0.0,0.0,1.8,4.1,26.8,0.8,8.1,0.2,0.8,1.7,0.5,3588454.4,442085.6,282620.4,262618.0,1206027.2,0.0,1112984.0,100.0,11.3,11.3,12.3,10.8,12.3
18:16:3,1425.0357,1001.559,1,1.0,48.8,49.5,49.6,50.4,48.9,51.0,0.0,0.0,0.0,0.0,42.0,4.0,215.6,0.8,3.8,0.1,0.8,1.0,1.2,3587158.8,443381.2,282561.6,262986.8,1204964.0,0.0,1112993.2,100.0,6.0,6.0,6.5,6.0,6.5
